Genesis	ᎼᏏ ᎢᎬᏱᏱ ᎤᏬᏪᎳᏅᎯ
Of these were the islands of the nations divided in their lands, everyone after his language, after their families, in their nations.	ᎯᎠ ᎾᏍᎩ, ᏧᎾᏓᎴᏅᏛ ᏴᏫ ᏧᎾᏤᎵᎪᎯ ᎠᎹᏰᎵ ᏕᎨᏌᏗᏒ ᏚᏂᏯᏙᎮᎴ ᏧᎾᏤᎵᎪᎯ ᎦᏙᎯ ᏕᎨᏌᏗᏒᎢ, ᎠᏂᏏᏴᏫᎭ ᎤᏠᏱ ᏗᏂᏬᏂᏍᎩ ᎨᏒᎢ, ᎠᎴ ᏏᏓᏁᎸᎯ ᏕᎨᏌᏗᏒᎢ, ᎠᎴ ᏧᎾᏤᎵᎪᎯ ᏓᏂᎳᏍᏓᎳᏩᏗᏒᎢ.
The sons of Ham: Cush, Mizraim, Put, and Canaan.	ᎯᎠᏃ ᎾᏍᎩ ᎭᎻ ᏧᏪᏥ; ᎫᏏ, ᎠᎴ ᎻᏏᎴᎻ, ᎠᎴ ᏆᏗ, ᎠᎴ ᎨᎾᏂ.
The sons of Cush: Seba, Havilah, Sabtah, Raamah, and Sabteca. The sons of Raamah: Sheba and Dedan.	ᎯᎠᏃ ᎾᏍᎩ ᎫᏏ ᏧᏪᏥ; ᏏᏆ, ᎠᎴ ᎭᏈᎳ, ᎠᎴ ᏌᏆᏔ, ᎠᎴ ᎴᎠᎹ, ᎠᎴ ᏌᏗᎦ. ᎯᎠᏃ ᎾᏍᎩ ᎴᎠᎹ ᏧᏪᏥ, ᏥᏆ, ᏗᏓᏂᏃ.
Cush became the father of Nimrod. He began to be a mighty one in the earth.	ᎫᏏᏃ ᎤᏪᏥ ᏂᎻᎶᏗ ᎤᏕᏁᎢ; ᎠᎴ ᎾᏍᎩ ᎤᎴᏅᎮ ᎤᎵᏂᎩᏛ ᏄᎵᏍᏔᏁ ᎡᎶᎯ ᎠᏁᎲᎢ.
He was a mighty hunter before Yahweh. Therefore it is said, "Like Nimrod, a mighty hunter before Yahweh."	ᎤᏣᏘ ᎤᏃᎯᎵᏓᏌᏘᏳ ᎨᏎ ᏱᎰᏩ ᎠᎦᏔᎲᎢ; ᎾᏍᎩ ᎢᏳᏍᏗ ᎯᎠ ᎢᎦᏪᏛ ᏥᎩ; ᎾᏍᎩᏯ ᏂᎻᎶᏗ, ᎤᏣᏘ ᎤᏃᎯᎵᏓᏌᏘᏳ ᏥᎨᏒ ᏱᎰᏩ ᎠᎦᏔᎲᎢ.
The beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar.	ᎠᏓᎴᏂᏍᎬᏃ ᎾᏍᎩ ᎤᎬᏫᏳᎯ ᎨᏒ ᏓᏗᎶᏂ, ᎠᎴ ᎡᎴᎩ, ᎠᎴ ᎡᎨᏓ, ᎠᎴ ᎧᎴᏂ ᎨᏎᎢ, ᏌᎾ [ᏚᏙᎥ] ᎦᏓ ᎠᎲᏢ.
Out of that land he went into Assyria, and built Nineveh, Rehoboth Ir, Calah,	ᎾᎿᏃ ᎦᏓ ᎠᎲ ᎤᏄᎪᏤ ᎡᏌ, ᎠᎴ ᏂᏂᏫ ᎤᏪᏚᏁᎢ, ᎠᎴ ᎾᏍᏉ ᎵᎰᏉ ᎦᏚᎲ ᎠᎴ ᎨᎳ,
and Resen between Nineveh and Calah (the same is the great city).	ᎠᎴ ᎴᏏᏂ, ᎾᏍᎩ ᎠᏰᎵ ᏥᎦᏚᎭ ᏂᏂᏫ ᎨᎳᏃ ᏕᎦᏚᎲᎢ; ᎾᏍᎩ ᎡᏉᎯᏳ ᎦᏚᎭ.
Mizraim became the father of Ludim, Anamim, Lehabim, Naphtuhim,	ᎻᏏᎴᎻᏃ ᎯᎠ ᎾᏍᎩ ᏧᏪᏥ ᎬᏩᏕᏁᎴᎢ; ᎠᏂᎷᏗ, ᎠᎴ ᎠᏂᎠᎾᎻ, ᎠᎴ ᎠᏂᎴᎭᏈ, ᎠᎴ ᎠᏂᎾᏚᎯ,
Pathrusim, Casluhim (which the Philistines descended from), and Caphtorim.	ᎠᎴ ᎠᏂᏆᏚᏏ, ᎠᎴ ᎠᏂᎧᏏᎷᎯ (ᎾᏍᎩ ᎯᎠ ᏨᏧᎾᏓᎴᏁ ᎠᏂᏈᎵᏍᏗ,) ᎠᏂᎦᏙᎵᏃ.
Canaan became the father of Sidon (his firstborn), Heth,	ᎨᎾᏂᏃ ᎤᏪᏥ ᎤᏕᏁᎴ ᏌᏙᏂ ᎢᎬᏱᏱ ᎡᎯ, ᎠᎴ ᎮᏗ,
the Jebusite, the Amorite, the Girgashite,	ᎠᎴ ᎠᏂᏥᎫᏏ, ᎠᎴ ᎠᏂᎡᎼᎵ, ᎠᎴ ᎠᏂᎦᎦᏏ,
the Hivite, the Arkite, the Sinite,	ᎠᎴ ᎠᏂᎯᏫ, ᎠᎴ ᎠᏂᎠᎩ, ᎠᎴ ᎠᏂᏌᏂ,
the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were spread abroad.	ᎠᎴ ᎠᏂᎠᏆᏗ, ᎠᎴ ᎠᏂᏏᎹᎵ, ᎠᎴ ᎠᏂᎭᎹᏗ; ᎣᏂᏃ ᎨᎾᏂ ᏏᏓᏁᎸᎯ ᏕᎨᏌᏗᏒ ᏚᏂᏰᎵᏏᏙᎴᎢ.
The border of the Canaanites was from Sidon, as you go toward Gerar, to Gaza; as you go toward Sodom, Gomorrah, Admah, and Zeboiim, to Lasha.	ᎠᏂᎨᎾᏂᏃ ᎠᏟᎶᏛ ᎤᏅᎫᏛᎢ, ᏌᏙᏂ ᎤᏓᎴᏅᏛ ᎨᏒᎩ ᎩᎳ ᏥᏮᎦᏙᎢ, ᎨᏌ ᎢᏯᏍᏗ; ᎾᏍᎩ ᏐᏓᎻ, ᎠᎴ ᎪᎹᎵ, ᎠᎴ ᎠᏗᎹ, ᎠᎴ ᏏᏉᏱᎻ ᏕᎦᏚᎲ ᏥᏮᎦᏙ ᎴᏌ ᏫᎦᎷᎩ.
These are the sons of Ham, after their families, after their languages, in their lands, in their nations.	ᎯᎠ ᎾᏍᎩ ᎭᎻ ᏧᏪᏥ, ᏏᏓᏁᎸᎯᏕᎨᏌᏗᏒ, ᎠᎴ ᎤᏠᏱ ᏗᏂᏬᏂᏍᎩ ᎨᏒᎢ, ᎠᎴ ᏧᎾᏤᎵ ᎦᏙᎯ ᏕᎨᏌᏗᏒ, ᎠᎴ ᎤᏂᏠᏱ ᎨᏒᎢ.
To Shem, the father of all the children of Eber, the elder brother of Japheth, to him also were children born.	ᏎᎻᏃ ᎯᏆ ᏧᏪᏥ ᏂᎦᏛ ᎤᏂᎦᏴᎵᎨ ᏥᎩ, ᎾᏍᎩ ᏤᏈᏛ ᎢᎬᏱᏱ ᎡᎯ ᏗᎾᏓᏅᏟ, ᎾᏍᎩ ᎾᏍᏉ ᏧᏪᏥ ᎬᏩᏕᏁᎴᎢ.
The sons of Shem: Elam, Asshur, Arpachshad, Lud, and Aram.	[ᎯᎠᏃ ᎾᏍᎩ] ᏎᎻ ᏧᏪᏥ, ᎢᎳᎻ, ᎠᎴ ᎡᏌ, ᎠᎴ ᎠᏆᏣ, ᎠᎴ ᎳᏗ, ᎠᎴ ᎡᎳᎻ.
The sons of Aram: Uz, Hul, Gether, and Mash.	[ᎯᎠᏃ ᎾᏍᎩ] ᎡᎳᎻ ᏧᏪᏥ; ᎠᏏ, ᎠᎴ ᎭᎵ, ᎠᎴ ᎩᏛ, ᎠᎴ ᎹᏏ.
Arpachshad became the father of Shelah. Shelah became the father of Eber.	ᎠᏆᏣᏃ ᎤᏪᏥ ᏎᎳ ᎤᏕᏁᎢ; ᏎᎳᏃ ᎤᏪᏥ ᎯᏆ ᎤᏕᏁᎢ.
To Eber were born two sons. The name of the one was Peleg, for in his days the earth was divided. His brother's name was Joktan.	ᎯᏆᏃ ᏧᏪᏥ ᎠᏂᏔᎵ ᎤᎾᏕᏁᎢ; ᎠᏏᏴᏫ ᏇᎵᎩ ᏚᏙᎡᎢ; ᎾᎯᏳᏰᏃ ᎾᏍᎩ ᏤᎮᎢ ᎦᏙᎯ ᎤᏂᏯᏙᎴᎢ; ᏗᎾᏓᏅᏟᏃ ᎾᏍᎩ ᏦᎧᏔᏂ ᏚᏙᎡᎢ.
Joktan became the father of Almodad, Sheleph, Hazarmaveth, Jerah,	ᏦᎧᏔᏂᏃ ᎬᏩᏕᏁᎴ ᎡᎳᎼᏓ, ᎠᎴ ᏏᎴᏈ, ᎠᎴ ᎭᏌᎹᏈ, ᎠᎴ ᏥᎳ,
Hadoram, Uzal, Diklah,	ᎠᎴ ᎭᏙᎳᎻ, ᎠᎴ ᏳᏌᎵ, ᎠᎴ ᏗᎩᎳ,
Obal, Abimael, Sheba,	ᎠᎴ ᎣᏆᎵ, ᎠᏈᎹᎵ, ᎠᎴ ᏏᏆ,
Ophir, Havilah, and Jobab. All these were the sons of Joktan.	ᎠᎴ ᎣᏆ, ᎠᎴ ᎭᏆᎳ, ᎠᎴ ᏦᏆ; ᎯᎠ ᎾᏍᎩ ᏂᎦᏛ ᏦᎧᏔᏂ ᏧᏪᏥ ᎨᏎᎢ.
Their dwelling was from Mesha, as you go toward Sephar, the mountain of the east.	ᎾᏍᎩᏃ ᏓᏂᏁᎴᎢ ᎻᏌ ᎤᏓᎴᏅᏛ ᏎᏆ ᏥᏮᎦᏙ ᎾᏍᎩ ᏗᎧᎸᎬ ᎢᏗᏢ ᏨᏦᏓᎸ.
These are the sons of Shem, after their families, after their languages, in their lands, after their nations.	ᎯᎠ ᎾᏍᎩ ᏎᎻ ᏧᏪᏥ, ᎾᏍᎩ ᏏᏓᏁᎸᎯ ᏕᎨᏌᏗᏒᎢ, ᎠᎴ ᎤᏠᏱ ᏗᏂᏬᏂᏍᎩ ᎨᏒᎢ, ᎠᎴ ᏧᎾᏤᎵᎦ ᎦᏙᎯ ᏕᎨᏌᏗᏒᎢ, ᎠᎴ ᎤᏂᏠᏱ ᎨᏒᎢ.
These are the families of the sons of Noah, after their generations, in their nations. Of these were the nations divided in the earth after the flood.	ᎯᎠ ᎾᏍᎩ ᏏᏓᏁᎸᎯ ᏕᎨᏌᏗᏒ ᏃᏯ ᏧᏪᏥ ᎾᏍᎩ ᏚᎾᏁᏢᏔᏅᏒᎢ, ᎤᏂᏠᏱ ᎨᏒᎢ; ᎠᎴ ᎾᏍᎩ ᎯᎠ ᎤᏂᏠᏱ ᎨᏒ ᎡᎶᎯ ᏚᎾᏁᎳᏗᏙᎴ ᎠᎹᏱᎭ ᎨᏒ ᏚᏅᏬᏒ.
Chapter 11	ᎠᏯᏙᎸᎢ 11
The whole earth was of one language and of one speech.	ᎠᎴ ᎡᎳᏂᎬ ᏌᏉᏉ ᎨᏎ ᎠᏂᏬᏂᏍᎬ, ᎠᎴ ᎤᏠᏱᏉ ᎨᏎ ᎠᏂᏁᎬᎢ.
It happened, as they traveled east, that they found a plain in the land of Shinar, and they lived there.	ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎾᏍᎩ ᎠᎾᎢᏒ ᏗᎧᎸᎬ ᏅᏓᏳᎾᏂᎩᏛ, ᎤᏬᏓᎸ ᎤᏂᏩᏛᏔᏁᎢ ᎾᎿ ᎦᏙᎯ ᏌᎾ ᏚᏙᎥᎢ; ᎠᎴ ᎾᎿ ᏚᎾᏁᎳᏕᎢ.
They said one to another, "Come, let's make bricks, and burn them thoroughly." They had brick for stone, and they used tar for mortar.	ᎯᎠᏃ ᏂᏚᎾᏓᏪᏎᎴᎢ, Ꭷ, ᏗᏛᏓᏅᎯ ᏗᏙᏢᎾ, ᎠᎴ ᎣᏍᏛ ᏗᏗᏕᏴᏓ. ᏗᏛᏓᏅᎯᏃ ᏅᏯ ᏚᏂᏰᎸᏎᎢ, ᏩᏥᎳᎨᏃ ᏝᏬᏚ ᎤᏂᏰᎸᏎᎢ.
They said, "Come, let's build ourselves a city, and a tower whose top reaches to the sky, and let's make ourselves a name, lest we be scattered abroad on the surface of the whole earth."	ᎯᎠᏃ ᏄᏂᏪᏎᎢ, Ꭷ, ᎢᏗᏚᎲᎦ, ᎠᎴ ᎢᏅ ᎢᎦᏘ ᎢᏓᏐᏯᎦ, ᎠᎴ ᎾᏍᎩ ᎤᏍᎪᎵ ᎦᎸᎳᏗ ᏫᎦᏃᏠᏨᎭ; ᎠᎴ ᏗᎦᏙᏍᏙᏗ ᎢᏙᏢᎾ, ᎡᎶᎯᏰᏃ ᏂᎬᎾᏛ ᏱᏓᏗᎦᎴᏲᎩ.
Yahweh came down to see the city and the tower, which the children of men built.	ᏱᎰᏩᏃ ᎤᏠᎠᏏᎴ ᎤᎦᏔᏂᎴ ᎦᏚᎲ ᎠᎴ ᎢᏅ ᎢᎦᏘ ᎤᎾᏐᏴᎢ, ᎾᏍᎩ ᏴᏫ ᏧᏁᏥ ᏧᎾᏐᏲᎴᎢ.
Yahweh said, "Behold, they are one people, and they have all one language, and this is what they begin to do. Now nothing will be withheld from them, which they intend to do.	ᏱᎰᏩᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎬᏂᏳᏉ, ᎯᎠ ᏴᏫ ᎤᏂᏠᏱᏉ, ᎠᎴ ᏂᎦᏗᏳ ᎤᏠᏱᏉ ᎠᏂᏬᏂᏍᎬᎢ; ᎠᎴ ᎯᎠ ᎾᏍᎩ ᎤᎾᎴᏅᎭ ᎾᎾᏛᏁᎭ; ᎠᎴ ᎥᏝ ᎿᏉ ᎪᎱᏍᏗ ᎬᏩᏂᏲᏍᏙᏓᏁᏗ ᏱᎨᏎᏍᏗ, ᎾᏍᎩ ᏧᎾᏓᏅᏖᎸ ᎢᏳᎾᏛᏁᏗᏱ.
Come, let's go down, and there confuse their language, that they may not understand one another's speech."	Ꭷ, ᎢᏓᏠᎠᎯ, ᎠᎴ ᎾᎿ ᏧᏓᎴᏅᏛ ᏫᏂᎨᏛᏂᏏ ᎠᏂᏬᏂᏍᎬᎢ, ᎾᏍᎩ ᏧᎾᏙᎵᏤᏗᏱ ᏂᎨᏒᎾ ᏓᎾᎵᏃᎮᏍᎬᎢ.
So Yahweh scattered them abroad from there on the surface of all the earth. They stopped building the city.	ᎾᏍᎩᏃ ᏱᎰᏩ ᏚᏗᎦᎴᏰ ᎡᎶᎯ ᏂᎬᎾᏛ ᎾᎿ ᎤᎾᏓᎴᏁᎢ; ᎠᎴ ᎤᏂᏑᎵᎪᏤ ᎠᏂᏚᎲᏍᎬᎢ.
Therefore its name was called Babel, because there Yahweh confused the language of all the earth. From there, Yahweh scattered them abroad on the surface of all the earth.	ᎾᏍᎩ ᎢᏳᏍᏗ ᏓᏓᎶᏂ ᏚᏙᎡᎢ; ᎤᏗᎦᎵᏍᏙᏗᏍᎨ ᏱᎰᏩ ᎾᎿ ᏧᏓᎴᏅᏛ ᏂᏚᏩᏁᎸ ᎡᎳᏂᎬ ᏓᏂᏬᏂᏍᎬᎢ; ᎠᎴ ᎾᎿ ᎤᎾᏓᎴᏅ ᏱᎰᏩ ᏚᏗᎦᎴᏴ ᎡᎶᎯ ᏂᎬᎾᏛᎢ.
This is the history of the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.	ᎯᎠ ᎾᏍᎩ ᏎᎻ ᏧᏁᏢᏔᏅᏛ ᎨᏒᎢ; ᏎᎻ ᎠᏍᎪᎯᏧᏈ ᎢᏳᏕᏘᏴᏛ ᎨᏎᎢ, ᎿᏉ ᎠᏆᏣ ᎤᏕᏁᎴᎢ, ᏔᎵ ᏫᏄᏕᏘᏴᎲ ᎣᏂ ᎠᎹᏱᎭ ᏥᏄᎵᏍᏔᏁᎢ;
Shem lived five hundred years after he became the father of Arpachshad, and became the father of sons and daughters.	ᏎᎻᏃ ᎠᏆᏣ ᎤᏕᏁᎸ ᎠᏏ ᎣᏂ ᎯᏍᎩᏧᏈ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᎠᎴ ᏧᏪᏥ ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏴ ᎬᏩᏕᏁᎴᎢ.
Arpachshad lived thirty-five years and became the father of Shelah.	ᎠᏆᏣᏃ ᏦᎠᏍᎪᎯ ᎯᏍᎩᎦᎵ ᏄᏕᏘᏴᎮ ᏅᎴᏂᏙᎴ ᎿᏉ ᏎᎳ ᎤᏕᏁᎴᎢ.
Arpachshad lived four hundred three years after he became the father of Shelah, and became the father of sons and daughters.	ᎠᏆᏣᏃ ᏎᎳ ᎤᏕᏁᎸ, ᎠᏏ ᎣᏂ ᏅᎩᏧᏈ ᏦᎢᏃ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᏧᏪᏥᏃ ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏴ ᎬᏩᏕᏁᎴᎢ.
Shelah lived thirty years, and became the father of Eber:	ᏎᎳᏃ ᏦᎠᏍᎪᎯ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᎿᏉ ᎯᏆ ᎤᏕᏁᎴᎢ.
and Shelah lived four hundred three years after he became the father of Eber, and became the father of sons and daughters.	ᏎᎳᏃ ᎯᏆ ᎤᏕᏁᎸ ᎠᏏ ᎣᏂ ᏅᎩᏧᏈ ᏦᎢᏃ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᏧᏪᏥᏃ ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏴ ᎬᏩᏕᏁᎴᎢ.
Eber lived thirty-four years, and became the father of Peleg.	ᎯᏆᏃ ᏦᎠᏍᎪᎯ ᏅᎩᎦᎵ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᎿᏉ ᏇᎵᎩ ᎤᏕᏁᎴᎢ.
Eber lived four hundred thirty years after he became the father of Peleg, and became the father of sons and daughters.	ᎯᏆᏃ ᏇᎵᎩ ᎤᏕᏁᎸ, ᎠᏏ ᎣᏂ ᏅᎩᏧᏈ ᏦᎠᏍᎪᎯ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᏧᏪᏥᏃ ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏴ ᎬᏩᏕᏁᎴᎢ.
Peleg lived thirty years, and became the father of Reu.	ᏇᎵᎩᏃ ᏦᎠᏍᎪᎯ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᎿᏉ ᎵᏳ ᎤᏕᏁᎴᎢ;
Peleg lived two hundred nine years after he became the father of Reu, and became the father of sons and daughters.	ᏇᎵᎩᏃ ᎵᏳ ᎤᏕᏁᎸ, ᎠᏏ ᎣᏂ, ᏔᎵᏧᏈ ᏐᎣᏁᎳᏃ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᏧᏪᏥᏃ ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏴ ᎬᏩᏕᏁᎴᎢ.
Reu lived thirty-two years, and became the father of Serug.	ᎵᏳᏃ ᏦᎠᏍᎪᎯ ᏔᎵᎦᎵ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᎿᏉ ᏎᎳᎩ ᎤᏕᏁᎴᎢ.
Reu lived two hundred seven years after he became the father of Serug, and became the father of sons and daughters.	ᎵᏳᏃ ᏎᎳᎩ ᎤᏕᏁᎸ, ᎠᏏ ᎣᏂ ᏔᎵᏧᏈ ᎦᎵᏉᎩᏃ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᏧᏪᏥᏃ ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏴ ᎬᏩᏕᏁᎴᎢ.
Serug lived thirty years, and became the father of Nahor.	ᏎᎳᎩᏃ ᏦᎠᏍᎪᎯ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᎿᏉ ᏁᎰ ᎤᏕᏁᎴᎢ;
Serug lived two hundred years after he became the father of Nahor, and became the father of sons and daughters.	ᏎᎳᎩᏃ ᏁᎰ ᎤᏕᏁᎸ, ᎠᏏ ᎣᏂ ᏔᎵᏧᏈ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᏧᏪᏥᏃ ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏴ ᎬᏩᏕᏁᎴᎢ.
Nahor lived twenty-nine years, and became the father of Terah.	ᏁᎰᏃ ᏐᎣᏁᎳᏦᏁ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᎿᏉ ᏕᎳ ᎤᏕᏁᎴᎢ;
Nahor lived one hundred nineteen years after he became the father of Terah, and became the father of sons and daughters.	ᏁᎰᏃ ᏕᎳ ᎤᏕᏁᎸ, ᎠᏏ ᎣᏂ ᎠᏍᎪᎯᏧᏈ ᏐᎣᏁᎳᏚ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᏧᏪᏥᏃ ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏴ ᎬᏩᏕᏁᎴᎢ.
Terah lived seventy years, and became the father of Abram, Nahor, and Haran.	ᏕᎳᏃ ᎦᎵᏆᏍᎪᎯ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ, ᎿᏉ ᎡᏆᎻ, ᏁᎰ, ᎮᎳᏂᏃ ᎬᏩᏕᏁᎴᎢ.
Now this is the history of the generations of Terah. Terah became the father of Abram, Nahor, and Haran. Haran became the father of Lot.	ᎯᎠᏃ ᎾᏍᎩ ᏕᎳ ᏧᏁᏢᏔᏅᏒᎢ; ᏕᎳ ᎡᏆᎻ, ᏁᎰ, ᎠᎴ ᎮᎳᏂ ᎬᏩᏕᏁᎴᎢ; ᎮᎳᏂᏃ ᎶᏗ ᎤᏕᏁᎴᎢ.
Haran died before his father Terah in the land of his birth, in Ur of the Chaldees.	ᎮᎳᏂᏃ ᎤᏲᎱᏎ ᎠᎦᏔᎲ ᎤᏙᏓ ᏕᎳ ᎾᎿᏉ ᎤᏕᏅᎢ, ᎥᎵ ᏚᏙᎥ ᎠᏂᎨᎳᏗ ᎤᎾᏤᎵᎪᎯ.
Abram and Nahor took wives. The name of Abram's wife was Sarai, and the name of Nahor's wife, Milcah, the daughter of Haran who was also the father of Iscah.	ᎡᏆᎻᏃ ᎠᎴ ᏁᎰ ᏚᎾᏕᏒᏁᎢ; ᎡᏆᎻ ᎤᏓᎵᎢ ᏎᎳᏱ ᏚᏙᎡᎢ; ᏁᎰᏃ ᎤᏓᎵᎢ ᎻᎵᎧ ᏚᏙᎡᎢ, ᎮᎳᏂ ᎤᏪᏥ ᎨᏎᎢ, ᎾᏍᎩ ᎮᎳᏂ, ᎻᎵᎧ ᎤᏙᏓ ᎠᎴ ᎢᏍᎧ ᎤᏙᏓ.
Sarai was barren. She had no child.	ᎠᏎᏃ ᏎᎳᏱ ᏂᏓᎷᎸᎥᏍᎬᎾ ᎨᏎᎢ; ᎥᏝ ᎤᏪᏥ ᏰᎮᎢ.
Terah took Abram his son, Lot the son of Haran, his son's son, and Sarai his daughter-in-law, his son Abram's wife. They went from Ur of the Chaldees, to go into the land of Canaan. They came to Haran and lived there.	ᏕᎳᏃ ᏚᏘᏅᏎ ᎤᏪᏥ ᎡᏆᎻ, ᎠᎴ ᎶᏗ ᎾᏍᎩ ᎮᎳᏂ ᎤᏪᏥ, ᎾᏍᎩᏉ ᎤᏪᏥ ᎤᏪᏥ, ᎠᎴ ᏎᎳᏱ ᎤᏦᎯᏉ, ᎤᏪᏥᏉ ᎡᏆᎻ ᎤᏓᎵᎢ, ᎾᏍᎩᏃ ᎤᎾᏂᎩᏎ ᎥᎵ ᏚᏙᎥ ᎨᎳᏗ ᎤᎾᏤᎵᎪᎯ, ᎨᎾᏂ ᎦᏙᎯ ᏭᏂᎶᎯᏍᏗᏱ, ᎮᎳᏂᏃ ᏭᏂᎷᏤᎢ, ᎠᎴ ᎾᎿ ᎤᎾᏕᏁᎢ.
The days of Terah were two hundred five years. Terah died in Haran.	ᏚᎳᏃ ᏔᎵᏧᏈ ᎯᏍᎩᏃ ᏧᏕᏘᏴᏛ ᎤᎴᏂᏙᎴᎢ; ᏕᎳᏃ ᎮᎳᏂᏱ ᎤᏲᎱᏎᎢ.
Chapter 12	ᎠᏯᏙᎸᎢ 12
Now Yahweh said to Abram, "Get out of your country, and from your relatives, and from your father's house, to the land that I will show you.	ᏱᎰᏩᏰᏃ ᎯᎠ ᎢᏳᏪᏎᎸᎯ ᎨᏎ ᎡᏆᎻ, ᎯᏄᎪᎢ ᏣᏤᎵᎪᎯ ᎨᏒᎢ, ᎠᎴ ᏣᎪᏏ ᎨᏒ ᎩᏯᏓᏅᏏ, ᎠᎴ ᏣᏙᏓ ᎦᏁᎸ ᎭᏓᏅᎾ, ᎾᎿ ᏨᏓᎬᏯᏎᎮᎵ ᎦᏓ ᏗᎲ ᏫᎷᎩ;
I will make of you a great nation. I will bless you and make your name great. You will be a blessing.	ᏂᎯᏃ ᏣᏁᏢᏔᏅᎯ ᎡᏉᎯᏳ ᎤᎾᏓᏤᎵᏛ ᏴᏫ ᏅᏓᎦᏥᏴᏁᎵ, ᎠᎴ ᎣᏍᏛ ᏅᏓᎬᏯᏛᏁᎵ, ᎠᎴ ᏕᏣᏙᎥ ᎡᏉᎯᏳ ᏅᏓᎬᏴᏁᎵ; ᎠᎴ ᏂᎯ ᎣᏍᏛ ᎢᎩᏴᏁᎯ ᎨᏎᏍᏗ ᏴᏫ.
I will bless those who bless you, and I will curse him who curses you. All of the families of the earth will be blessed in you."	ᎠᎴ ᎣᏍᏛ ᏓᎦᏥᏁᎢᏍᏔᏂ ᎣᏍᏛ ᎨᏣᏁᎢᏍᏗᏍᎩ, ᎠᎴ ᎤᏲ ᏅᏓᏥᏪᏎᎵ ᎤᏲ ᎢᏣᏪᏎᎯ; ᏂᎯᏃ ᏅᏛᏂᏌᏂ ᏂᎦᏛ ᏴᏫ ᏓᏁᏩᏗᏒ ᎡᎳᏂᎬ ᎣᏍᏛ ᎢᏳᎾᎵᏍᏓᏁᏗ ᎨᏎᏍᏗ.
So Abram went, as Yahweh had spoken to him. Lot went with him. Abram was seventy-five years old when he departed out of Haran.	ᎡᏆᎻᏃ ᎤᏂᎩᏎ ᎾᏍᎩᏯ ᏱᎰᏩ ᎤᏁᏤᎸᎢ; ᎠᎴ ᎶᏗ ᎤᏁᏅᏎᎢ; ᎡᏆᎻᏃ ᎦᎵᏆᏍᎪᎯ ᎯᏍᎩᎦᎵ ᎢᏳᏕᏘᏴᏛ ᎨᏎ ᎾᎯᏳ ᎮᎳᏂ ᏧᏂᎩᏒ.
Abram took Sarai his wife, Lot his brother's son, all their substance that they had gathered, and the souls whom they had gotten in Haran, and they went to go into the land of Canaan. Into the land of Canaan they came.	ᎡᏆᎻᏃ ᏎᎳᏱ ᎤᏓᎵᎢ ᎤᏘᏅᏎᎢ, ᎠᎴ ᎶᏗ ᎤᏅᏟ ᎤᏪᏥ, ᎠᎴ ᏂᎦᏛ ᎤᏂᏰᏐᏁ ᏧᎬᏩᎶᏗ ᎤᏂᏟᏌᏅᎢ, ᎠᎴ ᏂᎦᏛ ᏴᏫ ᏚᏂᏩᏛᎲ ᎮᎳᏂ; ᎠᎴ ᏅᎾᏂᎩᏎ ᎨᎾᏂ ᎦᏓ ᏗᎲ ᏩᏂᎦᏖᎢ; ᎠᎴ ᎨᎾᏂ ᎦᏓ ᏗᎲ ᏭᏂᎷᏤᎢ.
