Gospel of Matthew	ᎣᏍᏛ ᎧᏃᎮᏛ ᎹᏚ ᎤᏬᏪᎳᏅᎯ
But that you may know that the Son of Man has authority on earth to forgive sins" (he said to the paralyzed man), "I tell you, arise, and take up your cot, and go to your house."	ᎠᏎᏃ ᎢᏣᏙᎴᎰᎯᏍᏗᏱ ᏴᏫ ᎤᏪᏥ ᏰᎵᏉ ᎠᏂ ᎡᎶᎯ ᎬᏩᏓᏙᎵᏍᏗ ᎨᏒ ᎣᏍᎦᏅᏨᎢ, (ᎯᎠ ᏄᏪᏎᎴ ᎤᎸᏓᎸᎥᏍᎩ;) ᎯᎠ ᏂᎬᏪᏎᎭ; ᏔᎴᎲᎦ, ᏣᏤᏍᏙ ᎯᎾᎩ, ᎠᎴ ᏗᏤᏅᏒ ᎮᎾ.
Immediately he rose up before them, and took up that which he was laying on, and departed to his house, glorifying God.	ᎩᎳᏉᏃ ᎢᏴᏛ ᎤᏗᏛᎮ ᏓᏂᎧᏅᎢ, ᎠᎴ ᎤᏁᏎ ᎤᏤᏍᏙᎩ, ᎠᎴ ᏧᏪᏅᏒ ᏭᎶᏎᎢ, ᎦᎸᏉᏗᏍᎨ ᎤᏁᎳᏅᎯ.
Amazement took hold on all, and they glorified God. They were filled with fear, saying, "We have seen strange things today."	ᏂᎦᏗᏳᏃ ᎤᏣᏔᏅᎯ ᎤᏂᏍᏆᏂᎪᏎᎢ, ᎠᎴ ᎤᏂᎸᏉᏔᏁ ᎤᏁᎳᏅᎯ, ᎠᎴ ᎤᎧᎵᏨᎯ ᎤᎾᏰᎯᏍᏗ ᎤᎾᏓᏅᏓᏕᎢ, ᎯᎠ ᎾᏂᏪᏍᎨᎢ; ᎤᏍᏆᏂᎪᏗᏳ ᎢᏗᎪᏩᏛ ᎪᎯ ᎢᎦ.
After these things he went out, and saw a tax collector named Levi sitting at the tax office, and said to him, "Follow me!"	ᎾᏍᎩᏃ ᎯᎠ ᏄᎵᏍᏔᏂᏙᎸ ᎤᏄᎪᏤᎢ, ᎠᎴ ᎤᎪᎮ ᎠᏕᎸ ᎠᎩᏏᏙᎯ ᎵᏫ ᏧᏙᎢᏛ, ᎤᏬᎴ ᎠᏰᎵ ᎡᎯ ᎠᏕᎸ ᎠᎫᏴᏗᏱ; ᎠᎴ ᎯᎠ ᏄᏪᏎᎴᎢ, ᏍᎩᏍᏓᏩᏚᎦ.
He left everything, and rose up and followed him.	ᏂᎦᏛᏃ ᎤᏮᏕᏦᏁ ᎠᎴ ᏚᎴᏁ ᎤᏍᏓᏩᏛᏎᎢ.
Levi made a great feast for him in his house. There was a great crowd of tax collectors and others who were reclining with them.	ᎵᏫᏃ ᎤᏣᏘ ᏣᎦᎵᏍᏓᏴᎾᏁᏗᏱ ᎤᏛᏅᎢᏍᏓᏁᎴ ᎤᏩᏒ ᎦᏁᎸᎢ; ᎠᎴ ᎤᏂᏣᏖ ᎠᏕᎸ ᎠᏂᎩᏏᏙᎯ ᎠᎴ ᏅᏩᎾᏓᎴ ᎢᏧᎳᎭ ᎠᏂᏅᏜᎡᎢ.
Their scribes and the Pharisees murmured against his disciples, saying, "Why do you eat and drink with the tax collectors and sinners?"	ᏗᏃᏪᎵᏍᎩᏍᎩᏂ ᏧᎾᏤᎵ ᎠᎴ ᎠᏂᏆᎵᏏ ᏚᏂᏔᎳᏬᎯᏎᎴ ᎬᏩᏍᏓᏩᏗᏙᎯ, ᎯᎠ ᏄᏂᏪᏎᎢ; ᎦᏙᏃ ᎢᏧᎳᎭ ᎢᏣᎵᏍᏓᏴᎲᏍᎦ ᎠᎴ ᎢᏣᏗᏔᏍᎦ ᎠᏕᎸ ᎠᏂᎩᏏᏙᎯ ᎠᎴ ᎠᏂᏍᎦᎾᎢ?
Jesus answered them, "Those who are healthy have no need for a physician, but those who are sick do.	ᏥᏌᏃ ᎤᏁᏨ ᎯᏴ ᏂᏑᏪᏎᎴᎢ; ᏂᏚᏂᏢᎬᎾ ᎥᏝ ᎤᏚᎸᏗ ᏱᏄᎾᎵᏍᏓᏁᎰ ᏗᏓᏅᏫᏍᎩ, ᏧᏂᏢᎩᏍᎩᏂ.
I have not come to call the righteous, but sinners to repentance."	ᎥᏝ ᎤᎾᏓᏅᏘ ᏱᏗᏥᏯᏅᎯᎸ, ᎠᏂᏍᎦᎾᏍᎩᏂ ᏧᏂᏁᏟᏴᏍᏗᏱ ᏚᎾᏓᏅᏛᎢ.
They said to him, "Why do John's disciples often fast and pray, likewise also the disciples of the Pharisees, but yours eat and drink?"	ᎯᎠᏃ ᏂᎬᏩᏪᏎᎴᎢ; ᎦᏙᏃ ᏣᏂ ᎬᏩᏍᏓᏩᏗᏙᎯ ᏯᏃᎩᏳ ᎠᎹᏟ ᎠᏅᏍᎪᎢ ᎠᎴ ᎠᎾᏓᏙᎵᏍᏗᏍᎪᎢ, ᎠᎴ ᎾᏍᏉ ᎠᏂᏆᎵᏏ ᎬᏩᏂᏍᏓᏩᏗᏙᎯ; ᏂᎯᏍᎩᏂ ᎨᏣᏍᏓᏩᏗᏙᎯ ᎠᎾᎵᏍᏓᏴᎲᏍᎪ ᎠᎴ ᎠᎾᏗᏔᏍᎪᎢ.
He said to them, "Can you make the friends of the bridegroom fast, while the bridegroom is with them?	ᎯᎠᏃ ᏂᏚᏪᏎᎴᎢ; ᏥᎪ ᏕᎨᎦᏨᏍᏗᏍᎬ ᎠᏂᎦᏔᎯ ᎠᎹᏟ ᎤᏅᏗᏱ ᏱᏂᏕᏨᏂᏏ ᎠᏏᏉ ᎤᏁᎳᏗᏙᎲ ᎤᏕᏒᏂᎸᎯ?
But the days will come when the bridegroom will be taken away from them. Then they will fast in those days."	ᎠᏎᏃ ᏗᎵᏰᎢᎶᎵ ᎢᎦ ᏓᎨᏥᏯᏅᎡᎵ ᎤᏕᏒᏂᎸᎯ, ᎾᎯᏳᏃ ᎿᏉ ᎠᎹᏟ ᎠᏅᏍᎨᏍᏗ.
He also told a parable to them. "No one puts a piece from a new garment on an old garment, or else he will tear the new, and also the piece from the new will not match the old.	ᏚᏟᎶᏍᏓᏁᎴᏃ ᎾᏍᏉ [ᎯᎠ ᏄᏪᏎᎢ;] ᎥᏝ ᎩᎶ ᎢᏤ ᎠᏄᏬ ᎤᏪᏘᎯ ᏱᎦᎳᏍᏢᎥᏍᎪᎢ; ᎢᏳᏰᏃ ᎾᏍᎩ ᏱᏄᏛᏁᎸ, ᎢᏤ ᎠᏄᏬ ᎦᏣᎦᎵᏍᎪ ᎤᏪᏘ, ᎠᎴ ᎾᏍᏉ ᎢᏤ ᎠᎬᎭᎸᏛ ᎥᏝ ᏱᏓᎾᏙᎵᎪ ᎤᏪᏘ.
No one puts new wine into old wineskins, or else the new wine will burst the skins, and it will be spilled, and the skins will be destroyed.	ᎥᏝ ᎠᎴ ᎩᎶ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ ᏧᏪᏘ ᏗᏑᏢᏛ ᏱᏓᏟᏍᏗᏍᎪᎢ; ᎢᏤᏰᏃ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ ᏱᏙᎦᏣᎦᎸ ᏗᏑᏢᏛ ᎠᎴ ᏯᏤᏬᎩ, ᏗᏑᏢᏛᏃ ᏱᏓᏲᎩ.
But new wine must be put into fresh wineskins, and both are preserved.	ᎢᏤᏍᎩᏃ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ ᎠᏎ ᏗᏤ ᏗᏑᏢᏛ ᏗᏟᏍᏙᏗ; ᎩᎳ ᎿᏉ ᎢᏧᎳ ᏂᏗᎬᏩᏍᏙᎢ
No man having drunk old wine immediately desires new, for he says, 'The old is better.'"	ᎥᏝ ᎠᎴ ᎩᎶ ᎤᏪᏘ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ ᎤᏚᎩᏛ ᏥᎨᏐ ᎢᎬᏪᏅᏛ ᎢᏤ ᏳᏚᎵᏍᎪᎢ; ᎯᎠᏰᏃ ᏂᎦᏪᏍᎪᎢ, ᎤᏪᏘ ᎤᏟ ᏃᎯ.
Chapter 6	ᎠᏯᏙᎸᎢ 6
Now it happened on the second Sabbath after the first, that he was going through the grain fields. His disciples plucked the heads of grain, and ate, rubbing them in their hands.	ᎯᎠᏃ ᏄᎵᏍᏔᏁ ᏔᎵᏁ ᎤᎾᏙᏓᏆᏍᎬ ᎢᎬᏱᏱ ᏄᎵᏐᏃᎢ, ᎾᏍᎩ ᏠᎨᏏ ᎤᏣᎴᏍᏗ ᏓᏫᏒ ᎤᎶᏎᎢ, ᎬᏩᏍᏓᏩᏗᏙᎯᏃ ᏚᏂᏍᎫᏕᏎ ᎤᏣᎴᏍᏗ, ᎠᎴ ᎤᏂᏍᏗᎨ ᎠᎾᏍᎪᎵᏰᏍᎨ ᏧᏃᏰᏂ.
But some of the Pharisees said to them, "Why do you do that which is not lawful to do on the Sabbath day?"	ᎩᎶᏃ ᎢᏳᎾᏍᏗ ᎠᏂᏆᎵᏏ ᎯᎠ ᏂᎬᏩᏂᏪᏎᎴᎢ, ᎦᏙᏃ ᏂᎯ ᏂᏣᏛᏁᎭ ᎾᏍᎩ ᎢᎬᏛᏁᏗ ᏂᎨᏒᎾ ᎨᏒ ᎤᎾᏙᏓᏆᏍᎬ ᎢᎦ.
Jesus, answering them, said, "Haven't you read what David did when he was hungry, he, and those who were with him;	ᏥᏌᏃ ᏚᏁᏤᎸ ᎯᎠ ᏄᏪᏎᎢ; ᏝᏍᎪ ᎾᏍᏉ ᎯᎠ ᎾᏍᎩ ᏱᏥᎪᎵᏰᎣᎢ, ᎾᏍᎩ ᏕᏫ ᏄᏛᏁᎸᎢ, ᎠᎪᏄ ᏧᏲᏏᏍᎨ ᎤᏩᏒ ᎠᎴ ᎾᏍᎩ ᏣᏁᎮᎢ?
how he entered into the house of God, and took and ate the show bread, and gave also to those who were with him, which is not lawful to eat except for the priests alone?"	ᎾᏍᎩ ᏧᏴᎴ ᎤᏁᎳᏅᎯ ᎤᏤᎵ ᎠᏓᏁᎸᎢ, ᎠᎴ ᏧᎩᏎ ᎠᎴ ᏧᎨ ᎦᏚ ᎠᎦᏙᏗ, ᎠᎴ ᎾᏍᏉ ᏥᏚᏁᎴ ᎾᏍᎩ ᏣᏁᎮᎢ; ᎾᏍᎩ ᏂᏚᏳᎪᏛᎾ ᏥᎩ ᎩᎶ ᎤᎩᏍᏗᏱ ᎠᏥᎸ-ᎠᏁᎶᎯ ᎤᏅᏒ.
He said to them, "The Son of Man is lord of the Sabbath."	ᎠᎴ ᎯᎠ ᏂᏚᏪᏎᎴᎢ; ᎾᏍᏉ ᎤᎾᏙᏓᏆᏍᎬ ᏴᏫ ᎤᏪᏥ ᎤᏤᎵᎦ.
It also happened on another Sabbath that he entered into the synagogue and taught. There was a man there, and his right hand was withered.	ᎯᎠᏃ ᎾᏍᏉ ᏄᎵᏍᏔᏁ Ꮕ-ᏩᏓᎴ ᎤᎾᏙᏓᏆᏍᎬᎢ, ᎾᏍᎩ ᏭᏴᎴ ᏗᎦᎳᏫᎢᏍᏗᏱ ᎠᎴ ᏚᏕᏲᏁᎢ; ᎾᎿᏃ ᎡᏙᎮ ᎠᏍᎦᏯ ᎠᎦᏘᏏᏗᏢ ᎤᏬᏰᏂ ᎤᏩᎢᏎᎸᎯ
The scribes and the Pharisees watched him, to see whether he would heal on the Sabbath, that they might find an accusation against him.	ᏗᏃᏪᎵᏍᎩᏃ ᎠᎴ ᎠᏂᏆᎵᏏ ᎬᏩᏯᏫᏍᎨᎢ, ᏥᎪ ᎬᏩᏓᏅᏬᏗᏉ ᎤᎾᏙᏓᏆᏍᎬ ᎢᎦ ᎠᏁᎵᏍᎨᎢ, ᎾᏍᎩ ᎪᎱᏍᏗ ᎬᏩᏄᎯᏍᏙᏗ ᎤᏂᏲᎮᎢ.
But he knew their thoughts; and he said to the man who had the withered hand, "Rise up, and stand in the middle." He arose and stood.	ᎠᏎᏃ ᎠᎦᏔᎮ ᏄᏍᏛ ᏓᎾᏓᏅᏖᏍᎬᎢ, ᎠᎴ ᎯᎠ ᏄᏪᏎᎴ ᎠᏍᎦᏯ ᎤᏩᎢᏎᎸᎯ ᎤᏬᏰᏂ; ᏔᎴᎲᎦ, ᎠᎴ ᎠᏰᎵ ᎭᎴᏂᎦ. ᏚᎴᏅᏃ ᎤᎴᏂᎴᎢ.
Then Jesus said to them, "I will ask you something: Is it lawful on the Sabbath to do good, or to do harm? To save a life, or to kill?"	ᎿᏉᏃ ᏥᏌ ᎯᎠ ᏂᏚᏪᏎᎴᎢ; ᏑᏓᎴᎩ ᏓᏨᏯᏛᏛᏂ; ᎦᏙ ᏚᏳᎪᏗ ᎤᎾᏙᏓᏆᏍᎬᎢ? ᎣᏍᏛᏍᎪ ᏗᎦᎸᏫᏍᏓᏁᏗᏱ, ᎤᏲᎨ ᏗᎦᎸᏫᏍᏓᏁᏗᏱ? ᎬᏅ ᎠᏍᏕᎸᏗᏱ, ᎠᏓᎯᏍᏗᏱᎨ?
He looked around at them all, and said to the man, "Stretch out your hand." He did, and his hand was restored as sound as the other.	ᏚᎧᎿᏂᏙᎸᏃ ᎬᏩᏚᏫᏛ ᏂᎦᏛ ᏄᎾᏛᏅᎢ, ᎯᎠ ᏄᏪᏎᎴ ᎠᏍᎦᏯ; ᎭᏙᏯᏅᎯᏛ. ᎾᏍᎩᏃ ᏄᏛᏁᎴᎢ; ᎤᏬᏰᏂᏃ ᎤᏗᏩᏎ ᎾᏍᎩᏯ ᏐᎢ ᏄᏍᏛ ᏄᎵᏍᏔᏁᎢ.
But they were filled with rage, and talked with one another about what they might do to Jesus.	ᎤᏂᎧᎵᏤᏃ ᎤᏂᏔᎳᏬᏍᎬᎢ; ᏚᎾᎵᏃᎮᎴᏃ ᎤᏅᏒ ᎢᏳᏅᏁᏗᏱ ᏥᏌ.
It happened in these days, that he went out to the mountain to pray, and he continued all night in prayer to God.	ᎯᎠᏃ ᏄᎵᏍᏔᏁ ᎾᎯᏳᎢ, ᎾᏍᎩ ᎣᏓᎸ ᏭᎶᎭ ᎤᏓᏙᎵᏍᏔᏅᏎᎢ, ᎠᎴ ᎤᏨᏓᏇ ᎤᏁᎳᏅᎯ ᎠᏓᏙᎵᏍᏓᏁᎲᎢ.
When it was day, he called his disciples, and from them he chose twelve, whom he also named apostles:	ᎿᏉᏃ ᎢᎦ ᏄᎵᏍᏔᏅ ᎬᏩᏍᏓᏩᏗᏙᎯ ᏫᏚᏯᏅᎮᎢ; ᎾᏍᎩᏃ ᎬᏩᏍᏓᏩᏗᏙᎯ ᎨᏒ ᏔᎳᏚ ᎢᏯᏂᏛ ᏚᏑᏰᏎᎢ, ᎠᎴ ᎨᏥᏅᏏᏛ ᏚᏬᎡᎢ^
Simon, whom he also named Peter; Andrew, his brother; James; John; Philip; Bartholomew;	ᏌᏩᏂ, ᎾᏍᎩ ᎾᏍᏉ ᏈᏓ ᏚᏬᎡᎢ, ᎡᏂᏗᏃ ᎾᏍᎩᏉ ᎤᏅᏟ. ᏥᎻ ᎠᎴ ᏣᏂ, ᏈᎵᎩ ᎠᎴ ᏆᏙᎳᎻ,
Matthew; Thomas; James, the son of Alphaeus; Simon, who was called the Zealot;	ᎹᏚ ᎠᎴ ᏓᎻ, ᏥᎻ ᎡᎵᏈ ᎤᏫᏥ, ᏌᏩᏂᏃ ᏏᎶᏗ ᏣᏃᏎᎰᎢ,
Judas the son of James; and Judas Iscariot, who also became a traitor.	ᏧᏓᏏᏃ ᏥᎻ ᏗᎾᏓᏅᏟ, ᎠᎴ ᏧᏓᏏ ᎢᏍᎦᎳᏗ ᎾᏍᎩ ᎠᏓᎶᏄᎮᏍᎩ ᏥᏄᎵᏍᏔᏁᎢ.
He came down with them, and stood on a level place, with a crowd of his disciples, and a great number of the people from all Judea and Jerusalem, and the sea coast of Tyre and Sidon, who came to hear him and to be healed of their diseases;	ᎾᏍᎩᏃ ᎢᏧᎳᎭ ᏧᏂᎦᏐᎠᏒ ᎤᏬᏓᎸ ᎤᎴᏁᎢ. ᎠᎴ ᎤᏂᏣᏘ ᎬᏩᏍᏓᏩᏗᏙᎯ, ᎠᎴ ᎤᏂᏧᏈᏍᏗ ᏴᏫ ᏂᎬᎾᏛ ᏧᏗᏱ ᎠᎴ ᏥᎷᏏᎵᎻ ᏅᏓᏳᏂᎶᏒᎯ, ᎠᎴ ᏔᏯ ᎠᎴ ᏌᏙᏂ ᎠᎺᏉᎯ ᎤᎶᏗ ᏅᏓᏳᏂᎶᏒᎯ, ᎾᏍᎩ ᏧᏂᎷᏤ ᎬᏩᏛᎦᏁᏗᏱ, ᎠᎴ ᏗᎨᏥᏅᏬᏗᏱ ᏚᏂᏢᎬᎢ.
as well as those who were troubled by unclean spirits, and they were being healed.	ᎠᎴ ᎠᏂᎦᏓᎭ ᏗᏓᏅᏙ ᎬᏩᎾᏕᏯᏙᏗᏕᎩ [ᎤᏂᎷᏤᎢ]; ᎠᎴ ᏕᎨᏥᏅᏩᏁᎢ.
All the multitude sought to touch him, for power came out from him and healed them all.	ᏂᎦᏛᏃ ᎤᏂᏣᏘ ᎨᏒ ᎠᎾᏟᏂᎬᏁᎮ ᎬᏩᏒᏂᏍᏗᏱ. ᎾᏍᎩᏰᏃ ᎨᏒ ᏗᏓᎴᎲᏍᎨ ᎤᏓᏅᏬᏗ ᎨᏒ ᎠᎴ ᏚᎾᏗᏫᏍᏗᏍᎨ ᎾᏂᎥᎢ.
He lifted up his eyes to his disciples, and said, "Blessed are you who are poor, for yours is the Kingdom of God.	ᏚᏌᎳᏓᏁᏃ ᏗᎦᏙᎵ ᏚᎧᎾᏁ ᎬᏩᏍᏓᏩᏗᏙᎯ, ᎯᎠ ᏄᏪᏎᎢ; ᎣᏏᏳ ᎢᏣᎵᏍᏓᏁᏗ ᎤᏲ ᎢᏣᏛᎿᏕᎩ; ᎢᏣᏤᎵᏰᏃ ᎤᏁᎳᏅᎯ ᎤᎬᏫᏳᎯ ᎨᏒᎢ.
Blessed are you who hunger now, for you will be filled. Blessed are you who weep now, for you will laugh.	ᎣᏏᏳ ᎢᏣᎵᏍᏓᏁᏗ ᏗᏥᏲᏏᏍᎩ ᎪᎯ ᎨᏒᎢ; ᏙᏓᏦᎸᏏᏰᏃ. ᎣᏏᏳ ᎢᏣᎵᏍᏓᏁᏗ ᏗᏣᏠᏱᎯ ᎪᎯ ᎨᏒᎢ; ᏛᏥᏰᏥᏰᏃ.
Blessed are you when men shall hate you, and when they shall exclude and mock you, and throw out your name as evil, for the Son of Man's sake.	ᎣᏏᏳ ᎢᏣᎵᏍᏓᏁᏗ ᎢᏳᏃ ᏴᏫ ᎨᏥᏂᏆᏘᎮᏍᏗ, ᎠᎴ ᎨᏣᏓᏓᎴᏗᏍᎨᏍᏗ, ᎠᎴ ᎦᎨᏥᏐᏢᏕᏍᏗ, ᎠᎴ ᎠᏂᏍᎦᎩᏳ ᎨᏎᏍᏗ ᏕᏣᏙᎥ ᎪᎱᏍᏗ ᎤᏲ ᎾᏍᎩᏯᎢ, ᏴᏫ ᎤᏪᏥ ᏅᏗᎦᎵᏍᏙᏗᏍᎨᏍᏗ.
Rejoice in that day, and leap for joy, for behold, your reward is great in heaven, for their fathers did the same thing to the prophets.	ᎢᏣᎵᎮᎵᎨᏍᏗ ᎾᎯᏳ ᎢᎦ, ᎠᎴ ᏕᏣᎵᏔᏕᎨᏍᏗ ᎢᏣᎵᎮᎵᎬᎢ; ᎬᏂᏳᏉᏰᏃ ᎤᏣᏘ ᎡᏣᎫᏴᎡᏗ ᎦᎸᎳᏗ; ᎾᏍᎩᏯᏰᏃ ᏧᏂᏙᏓ ᏂᏚᏅᏁᎴ ᎠᎾᏙᎴᎰᏍᎩ.
"But woe to you who are rich! For you have received your consolation.	ᏂᎯᏍᎩᏂ ᏗᏤᎾᎢ ᏥᎩ, ᎤᏲ ᎢᏣᎵᏍᏓᏁᏗ! ᎦᏳᎳᏰᏃ ᎢᏥᎭ ᎢᏥᎦᎵᏍᏓᏗᏍᎩ.
Woe to you, you who are full now, for you will be hungry. Woe to you who laugh now, for you will mourn and weep.	ᎤᏲᎢᏳ ᎢᏣᎵᏍᏓᏁᏗ ᏗᏦᎸᏒᎯ! ᏙᏛᏥᏲᏏᏌᏂᏰᏃ. ᎤᏲᎢᏳ ᎢᏣᎵᏍᏓᏁᏗ ᎢᏥᏰᏣᏍᎩ ᏥᎩ ᎪᎯ! ᎤᏲᏰᏃ ᎢᏣᏓᏅᏔᏩᏕᎨᏍᏗ ᎠᎴ ᏕᏣᏠᏱᎮᏍᏗ.
Woe, when men speak well of you, for their fathers did the same thing to the false prophets.	ᎤᏲᎢᏳ ᎢᏣᎵᏍᏓᏁᏗ ᎾᎯᏳ ᏂᎦᏗᏳ ᏴᏫ ᎣᏏᏳ ᎨᏥᏃᎮᏍᎨᏍᏗ! ᎾᏍᎩᏯᏰᏃ ᏧᏂᎦᏴᎵᎨ ᏂᏚᏂᎸᏉᏕ ᎤᎾᏠᎾᏍᏗ ᎠᎾᏙᎴᎰᏍᎩ.
"But I tell you who hear: love your enemies, do good to those who hate you,	ᎠᏎᏃ ᎯᎠ ᏂᏨᏪᏎᎭ ᏂᎯ ᏥᏍᎩᏯᏛᎦᏁᎭ; ᏕᏥᎨᏳᏎᏍᏗ ᎨᏥᏍᎦᎩ, ᎣᏍᏛ ᏂᏕᏣᏛᏁᎮᏍᏗ ᎨᏥᏂᏆᏘᎯ,
bless those who curse you, and pray for those who mistreat you.	ᎣᏍᏛ ᏕᏥᏁᏤᎮᏍᏗ ᎨᏥᏍᎩᏅᏗᏍᎩ, ᎠᎴ ᎢᏣᏓᏙᎵᏍᏗᏍᎨᏍᏗ ᎨᏥᏙᎵᏍᏗᏱ ᎦᎨᏥᏐᏢᏗᏍᎩ.
To him who strikes you on the cheek, offer also the other; and from him who takes away your cloak, don't withhold your coat also.	ᎩᎶᏃ ᎯᎪᏆᎵᎢ ᎢᏨᏂᎮᏍᏗ ᏐᎢᏱ ᎾᏍᏉ ᎯᏯᎵᏍᎪᎸᏓᏁᎮᏍᏗ; ᎩᎶᏃ ᎤᏛᏃᎯ ᏣᎾᎡᎮᏍᏗ, ᎾᏍᏉ ᎭᏫᏂ ᏣᏄᏬ ᏞᏍᏗ ᎯᎨᏳᏔᏅᎩ.
Give to everyone who asks you, and don't ask him who takes away your goods to give them back again.	ᎾᏂᎥ ᎨᏣᏔᏲᏎᎯ ᏕᎯᏁᎮᏍᏗ; ᎪᎱᏍᏗᏃ ᏣᎾᎥ ᏣᎩᎡᎯ ᏞᏍᏗ ᎯᏔᏲᏎᎸᎩ.
"As you would like people to do to you, do exactly so to them.	ᎾᏍᎩᏯᏃ ᏄᏍᏛ ᎢᏣᏚᎵᏍᎬ ᎢᎨᏣᏛᏁᏗᏱ ᏴᏫ, ᎾᏍᎩᏯ ᎾᏍᏉ ᏂᏕᏣᏛᏁᎮᏍᏗ.
If you love those who love you, what credit is that to you? For even sinners love those who love them.	ᎢᏳᏰᏃ ᎨᏥᎨᏳᎯᏉ [ᎤᏅᏒ] ᏱᏗᏥᎨᏳᎭ, ᎦᏙ ᎢᏥᎭ ᎦᏰᏣᎵᎡᎵᏤᏗ ᎨᏒᎢ? ᎠᏂᏍᎦᎾᏰᏃ ᎾᏍᏉ ᏚᏂᎨᏳᏐ ᎬᏩᏂᎨᏳᎯ.
If you do good to those who do good to you, what credit is that to you? For even sinners do the same.	ᎢᏳ ᎠᎴ ᎣᏍᏛ ᏱᏂᏗᏣᏛᏁᎭ ᎣᏍᏛ ᎢᎨᏣᏛᏁᎯ, ᎦᏙ ᎢᏥᎭ ᎦᏰᏣᎵᎡᎵᏤᏗ ᎨᏒᎢ? ᎠᏂᏍᎦᎾᏰᏃ ᎾᏍᏉ ᎾᏍᎩᏯ ᎾᎾᏛᏁᎰᎢ.
If you lend to those from whom you hope to receive, what credit is that to you? Even sinners lend to sinners, to receive back as much.	ᎢᏳ ᎠᎴ ᏛᎪᎩᏁᎵ ᏗᏤᎵᏎᎯ ᏱᏗᏣᏙᎳᏍᏗᎭ; ᎦᏙ ᎢᏥᎭ ᎦᏰᏣᎵᎡᎵᏤᏗ ᎨᏒᎢ? ᎠᏂᏍᎦᎾᏰᏃ ᎾᏍᏉ ᎠᏂᏍᎦᎾ ᏓᎾᏙᎳᏍᏗᏍᎪᎢ, ᎾᏍᎩ ᎢᎦᎢ ᏔᎵᏁ ᎥᎨᏥᏁᏗᏱ.
But love your enemies, and do good, and lend, expecting nothing back; and your reward will be great, and you will be children of the Most High; for he is kind toward the unthankful and evil.	ᏂᎯᏍᎩᏂ ᏕᏥᎨᏳᏎᏍᏗ ᎨᏥᏍᎦᎩ, ᎠᎴ ᎣᏍᏛ ᏕᏥᎸᏫᏍᏓᎡᎮᏍᏗ, ᎠᎴ ᎢᏣᏓᏙᎳᏍᏗᏍᎨᏍᏗ ᎤᏚᎩ ᏂᏨᏒᎾ ᎥᎡᏥᏂᏗᏱ ᎪᎱᏍᏗ; ᎤᏣᏘᏃ ᎡᏣᎫᏴᎡᏗ ᎨᏎᏍᏗ, ᏩᏍᏛᏃ ᎦᎸᎳᏗᏳ ᎡᎯ ᏧᏪᏥ ᎨᏎᏍᏗ ᏂᎯ; ᎾᏍᎩᏰᏃ ᎣᏍᏛ ᏂᏓᏛᏁᎰ ᏄᎾᎵᎮᎵᏣᏛᎾ ᎠᎴ ᎤᏂᏲᎢ.
Therefore be merciful, even as your Father is also merciful.	ᎾᏍᎩ ᎢᏳᏍᏗ ᎢᏣᏓᏙᎵᏣᏘᏳ ᎨᏎᏍᏗ, ᎾᏍᎩᏯ ᎢᏥᏙᏓ ᎾᏍᏉ ᎤᏓᏙᎵᏣᏗᏳ ᏥᎩ.
Don't judge, and you won't be judged. Don't condemn, and you won't be condemned. Set free, and you will be set free.	ᏞᏍᏗ ᎢᏣᏓᎳᏫᏎᎸᎩ, ᏂᎯᏃ ᎥᏝ ᏴᎦᏰᏥᎳᏫᏏ; ᏞᏍᏗ ᏗᏣᏓᏚᎪᏓᏁᎸᎩ, ᏂᎯᏃ ᎥᏝ ᏱᏙᎦᏰᏧᎪᏓᏏ; ᏕᏥᏙᎵᎨᏍᏗ ᎨᏥᏍᎦᏅᏤᎯ, ᏂᎯᏃ ᎠᏎ ᎡᏥᏙᎵᏍᏗ ᎨᏎᏍᏗ;
"Give, and it will be given to you: good measure, pressed down, shaken together, and running over, will be given to you. For with the same measure you measure it will be measured back to you."	ᎢᏣᏓᏁᎮᏍᏗ, ᏂᎯᏃ ᎠᏎ ᎡᏥᏁᏗ ᎨᏎᏍᏗ; ᎣᏍᏛ ᎠᏟᎶᏛ, ᎠᏍᏓᏲᏔᏅᎯ, ᎠᎴ ᎠᏖᎸᏅᎯ, ᎠᎴ ᎬᏤᏬᎩ, ᎨᏥᏁᏗ ᎨᏎᏍᏗ ᏴᏫ ᏕᏣᏓᏠᎲᎢ. ᏄᏍᏛᏰᏃ ᎢᏣᏓᏟᎶᎡᎸ ᎾᏍᎩᏯ ᎾᏍᏉ ᎡᏣᏟᎶᎡᏗ ᎨᏎᏍᏗ;
He spoke a parable to them. "Can the blind guide the blind? Won't they both fall into a pit?	ᎯᎠᏃ ᏄᏪᏎ ᏚᏟᎶᏍᏓᏁᎴᎢ; ᏥᎪᏗᎨᏫ ᏰᎵᏉ ᏯᏘᏄᎦ ᏗᎨᏫ? ᏝᏍᎪ ᎢᏧᎳ ᎠᏔᎴᏒ ᏱᏙᎬᏂᎸᎩ?
